property_id,name,address,price,sq_ft,collected_at,source,listing_id,coordinates,area,type
,,,587949,,2026-04-10T18:26:43.683049,LoopNet API,38506503,"[[-77.722156, 43.147954]]",804,Office
,,,1791024,,2026-04-10T18:26:43.683050,LoopNet API,39688759,"[[-77.491895, 43.134963]]",4226,Multi-Family
,,,401201,,2026-04-10T18:26:43.683051,LoopNet API,39493768,"[[-77.652739, 43.183327]]",3744,Multi-Family
,,,1235362,,2026-04-10T18:26:43.683053,LoopNet API,39179151,"[[-77.637042, 43.21747]]",4670,Multi-Family
,,,1303260,,2026-04-10T18:26:43.683054,LoopNet API,39135313,"[[-77.59963, 43.147174]]",2174,Multi-Family
,,,304607,,2026-04-10T18:26:43.683055,LoopNet API,39029056,"[[-77.629854, 43.253288]]",1407,Multi-Family
,,,1038479,,2026-04-10T18:26:43.683057,LoopNet API,38805754,"[[-77.609516, 43.159373], [-77.60937, 43.159498], [-77.609022, 43.159498]]",3241,Multi-Family
,,,121535,,2026-04-10T18:26:43.683058,LoopNet API,38672790,"[[-77.695841, 43.252085]]",3093,Multi-Family
,,,951526,,2026-04-10T18:26:43.683059,LoopNet API,38667709,"[[-77.684791, 43.163939]]",3438,Office
,,,1297705,,2026-04-10T18:26:43.683061,LoopNet API,38657835,"[[-77.680431, 43.165312]]",4091,Industrial
,,,1122418,,2026-04-10T18:26:43.683062,LoopNet API,38642840,"[[-77.63687, 43.178827], [-77.642536, 43.179533], [-77.642392, 43.179532], [-77.62665, 43.14951], [-77.62825, 43.15788], [-77.60167, 43.17348], [-77.64267, 43.17865], [-77.574784, 43.159554], [-77.642874, 43.178356], [-77.64269, 43.17833], [-77.648616, 43.175477]]",4019,Office
,,,1306794,,2026-04-10T18:26:43.683064,LoopNet API,38392450,"[[-77.563914, 43.165658]]",3366,Retail
,,,388174,,2026-04-10T18:26:43.683065,LoopNet API,38349243,"[[-77.630426, 43.152136]]",1308,Office
,,,252959,,2026-04-10T18:26:43.683066,LoopNet API,38336132,"[[-77.606721, 43.148846]]",4652,Industrial
,,,372054,,2026-04-10T18:26:43.683067,LoopNet API,37642625,"[[-77.521411, 43.091164]]",4507,Retail
,,,729193,,2026-04-10T18:26:43.683092,LoopNet API,37635578,"[[-77.605897, 43.163075]]",1042,Multi-Family
,,,305856,,2026-04-10T18:26:43.683098,LoopNet API,37597791,"[[-77.622107, 43.237705], [-77.650804, 43.149728], [-77.621603, 43.239027]]",1908,Retail
,,,929558,,2026-04-10T18:26:43.683104,LoopNet API,36946149,"[[-77.640255, 43.216379]]",1110,Multi-Family
,,,1640022,,2026-04-10T18:26:43.683106,LoopNet API,36759255,"[[-77.555457, 43.176733]]",849,Office
,,,1993899,,2026-04-10T18:26:43.683112,LoopNet API,36720805,"[[-77.507789, 43.181558]]",3439,Office
,,,1101971,,2026-04-10T18:26:43.683114,LoopNet API,36541756,"[[-77.609937, 43.162058]]",733,Multi-Family
,,,1223612,,2026-04-10T18:26:43.683115,LoopNet API,36012352,"[[-77.547591, 43.226692]]",610,Office
,,,450391,,2026-04-10T18:26:43.683116,LoopNet API,35743582,"[[-77.552951, 43.1471]]",1260,Industrial
,,,211461,,2026-04-10T18:26:43.683118,LoopNet API,35635912,"[[-77.663813, 43.204382]]",1643,Multi-Family
,,,793611,,2026-04-10T18:26:43.683119,LoopNet API,33872004,"[[-77.483396, 43.203826]]",3393,Office
,,,671234,,2026-04-10T18:26:43.683121,LoopNet API,33820009,"[[-77.599713, 43.172094]]",4010,Industrial
,,,130198,,2026-04-10T18:26:43.683122,LoopNet API,33012857,"[[-77.750032, 43.254493]]",1460,Retail
,,,786228,,2026-04-10T18:26:43.683123,LoopNet API,32888406,"[[-77.658047, 43.128951]]",4469,Retail
,,,1081437,,2026-04-10T18:26:43.683124,LoopNet API,32669501,"[[-77.438521, 43.130325]]",1717,Office
,,,1622862,,2026-04-10T18:26:43.683127,LoopNet API,30842456,"[[-77.645307, 43.123657]]",2990,Office
,,,1870207,,2026-04-10T18:26:43.683128,LoopNet API,30058882,"[[-77.650628, 43.131562]]",4449,Retail
,,,1669935,,2026-04-10T18:26:43.683130,LoopNet API,28535219,"[[-77.640383, 43.058454]]",2114,Retail
,,,877843,,2026-04-10T18:26:43.683131,LoopNet API,25194189,"[[-77.5988, 43.20861]]",3982,Industrial
,,,757724,,2026-04-10T18:26:43.683132,LoopNet API,37336938,"[[-77.68565, 43.186082]]",3358,Industrial
,,,809858,,2026-04-10T18:26:43.683133,LoopNet API,35191239,"[[-77.462175, 43.110628]]",3913,Retail
,,,1330461,,2026-04-10T18:26:43.683135,LoopNet API,29771223,"[[-77.599426, 43.193142], [-77.599521, 43.192894], [-77.599646, 43.193356]]",2857,Retail
,,,427537,,2026-04-10T18:26:43.683136,LoopNet API,25271303,"[[-77.652613, 43.187679]]",1205,Office
,,,752724,,2026-04-10T18:26:43.683137,LoopNet API,37144799,"[[-77.445522, 43.127799], [-77.446778, 43.126919]]",4322,Office
,,,1366539,,2026-04-10T19:46:01.753869,LoopNet API,33157222,"[[-77.629305, 43.193999]]",1822,Industrial
,,,301321,,2026-04-10T19:46:01.753886,LoopNet API,39251110,"[[-77.477505, 43.204216]]",2519,Retail
,,,362736,,2026-04-10T19:46:01.753892,LoopNet API,39817288,"[[-77.630988, 43.19586]]",3499,Office
,,,1576179,,2026-04-10T19:46:01.753895,LoopNet API,39712189,"[[-77.678778, 43.108532]]",1159,Multi-Family
,,,692854,,2026-04-10T19:46:01.753899,LoopNet API,39625204,"[[-77.7088, 43.146607]]",1953,Industrial
,,,1712308,,2026-04-10T19:46:01.753902,LoopNet API,39616616,"[[-77.696694, 43.183124]]",4529,Office
,,,1789323,,2026-04-10T19:46:01.753905,LoopNet API,39602403,"[[-77.452169, 43.208601]]",1504,Multi-Family
,,,749761,,2026-04-10T19:46:01.753908,LoopNet API,39587954,"[[-77.699985, 43.149222]]",2040,Multi-Family
,,,1574384,,2026-04-10T19:46:01.753911,LoopNet API,39577570,"[[-77.732281, 43.21782]]",2504,Retail
,,,1595309,,2026-04-10T19:46:01.753914,LoopNet API,39558241,"[[-77.486755, 43.079174]]",1098,Retail
,,,1784225,,2026-04-10T19:46:01.753917,LoopNet API,39432321,"[[-77.603237, 43.115479]]",2801,Multi-Family
,,,1384558,,2026-04-10T19:46:01.753928,LoopNet API,39402981,"[[-77.569621, 43.201708]]",3123,Industrial
,,,807486,,2026-04-10T19:46:01.753931,LoopNet API,39388644,"[[-77.583062, 43.163556]]",2894,Office
,,,1215138,,2026-04-10T19:46:01.753935,LoopNet API,39323587,"[[-77.628679, 43.099292]]",1736,Multi-Family
,,,342188,,2026-04-10T19:46:01.753938,LoopNet API,39322261,"[[-77.628546, 43.135555], [-77.62244, 43.13992], [-77.62866, 43.13642], [-77.64013, 43.12885]]",878,Retail
,,,1427531,,2026-04-10T19:46:01.753941,LoopNet API,39317559,"[[-77.652737, 43.184384]]",2201,Multi-Family
,,,916081,,2026-04-10T19:46:01.753943,LoopNet API,39302800,"[[-77.687407, 43.208923]]",3418,Office
,,,738036,,2026-04-10T19:46:01.753946,LoopNet API,39292350,"[[-77.621133, 43.082114]]",2569,Multi-Family
,,,308170,,2026-04-10T19:46:01.753949,LoopNet API,39270340,"[[-77.596377, 43.140599], [-77.595678, 43.140665], [-77.596294, 43.140951], [-77.596385, 43.140912], [-77.596329, 43.140442]]",3424,Office
,,,671554,,2026-04-10T19:46:01.753952,LoopNet API,39265429,"[[-77.579476, 43.138666]]",4083,Retail
,,,295721,,2026-04-10T19:46:01.753955,LoopNet API,39265207,"[[-77.579987, 43.150797]]",1276,Office
,,,1775311,,2026-04-10T19:46:01.753958,LoopNet API,39228650,"[[-77.615279, 43.101188]]",3945,Multi-Family
,,,550728,,2026-04-10T19:46:01.753960,LoopNet API,39172088,"[[-77.674289, 43.111963]]",4674,Retail
,,,772696,,2026-04-10T19:46:01.753963,LoopNet API,39113038,"[[-77.641053, 43.146858]]",1785,Multi-Family
,,,1660660,,2026-04-10T19:46:01.753966,LoopNet API,39082310,"[[-77.607652, 43.180298]]",3914,Multi-Family
,,,1808784,,2026-04-10T19:46:01.753969,LoopNet API,39031619,"[[-77.559786, 43.169987]]",4449,Multi-Family
,,,1491743,,2026-04-10T19:46:01.753972,LoopNet API,39011722,"[[-77.614977, 43.178606]]",2801,Retail
,,,1353236,,2026-04-10T19:46:01.753975,LoopNet API,38985531,"[[-77.635785, 43.095101]]",3568,Industrial
,,,1700405,,2026-04-10T19:46:01.753977,LoopNet API,38816016,"[[-77.66101, 43.149414]]",1182,Office
,,,339404,,2026-04-10T19:46:01.753980,LoopNet API,38794915,"[[-77.651745, 43.145283]]",3978,Industrial
,,,1195245,,2026-04-10T19:46:01.753983,LoopNet API,38693769,"[[-77.642082, 43.222331]]",4762,Office
,,,885884,,2026-04-10T19:46:01.753986,LoopNet API,38658005,"[[-77.649384, 43.161883]]",2124,Industrial
,,,1858122,,2026-04-10T19:46:01.754000,LoopNet API,38636419,"[[-77.626949, 43.16643], [-77.600855, 43.173812]]",2943,Retail
,,,453846,,2026-04-10T19:46:01.754004,LoopNet API,38636410,"[[-77.661895, 43.046676]]",3758,Multi-Family
,,,386073,,2026-04-10T19:46:01.754006,LoopNet API,38610227,"[[-77.564976, 43.14901]]",4164,Office
,,,512039,,2026-04-10T19:46:01.754009,LoopNet API,38579493,"[[-77.65508, 43.153301]]",1143,Retail
,,,792584,,2026-04-10T19:46:01.754012,LoopNet API,38553022,"[[-77.599309, 43.157494]]",1783,Multi-Family
,,,953010,,2026-04-10T19:46:01.754015,LoopNet API,38530756,"[[-77.59832, 43.159179]]",4908,Industrial
,,,290291,,2026-04-10T19:46:01.754018,LoopNet API,38530691,"[[-77.599626, 43.159095]]",2429,Multi-Family
,,,746182,,2026-04-10T19:46:01.754020,LoopNet API,38500653,"[[-77.59903, 43.142998]]",4218,Office
,,,1398167,,2026-04-10T19:46:01.754023,LoopNet API,38455770,"[[-77.63365, 43.197508]]",1585,Multi-Family
,,,1996974,,2026-04-10T19:46:01.754026,LoopNet API,38433685,"[[-77.509827, 43.178265]]",4775,Office
,,,1724720,,2026-04-10T19:46:01.754029,LoopNet API,38423222,"[[-77.670455, 43.205365]]",849,Retail
,,,1480914,,2026-04-10T19:46:01.754032,LoopNet API,38410033,"[[-77.612807, 43.165168]]",2792,Industrial
,,,1268369,,2026-04-10T19:46:01.754056,LoopNet API,38391803,"[[-77.69616, 43.221334]]",3730,Multi-Family
,,,1370878,,2026-04-10T19:46:01.754061,LoopNet API,38357735,"[[-77.61102, 43.25571]]",2037,Multi-Family
,,,793784,,2026-04-10T19:46:01.754063,LoopNet API,38353121,"[[-77.487226, 43.118583]]",4613,Office
,,,960521,,2026-04-10T19:46:01.754066,LoopNet API,38337053,"[[-77.736792, 43.182119]]",1114,Multi-Family
,,,997060,,2026-04-10T19:46:01.754069,LoopNet API,38306416,"[[-77.618951, 43.10377], [-77.619241, 43.104197]]",1636,Office
,,,1294853,,2026-04-10T19:46:01.754072,LoopNet API,38263561,"[[-77.66493, 43.131087]]",803,Industrial
,,,256261,,2026-04-10T19:46:01.754074,LoopNet API,38223668,"[[-77.508242, 43.18241]]",1275,Industrial
,,,1868529,,2026-04-10T19:46:01.754077,LoopNet API,38013173,"[[-77.653018, 43.149681]]",1121,Retail
,,,1097649,,2026-04-10T19:46:01.754080,LoopNet API,37994174,"[[-77.675616, 43.037633]]",2979,Multi-Family
,,,1320498,,2026-04-10T19:46:01.754083,LoopNet API,37974523,"[[-77.606928, 43.160039]]",872,Office
,,,1488731,,2026-04-10T19:46:01.754086,LoopNet API,37938064,"[[-77.609412, 43.159125]]",4565,Retail
,,,1247659,,2026-04-10T19:46:01.754091,LoopNet API,37863022,"[[-77.66444, 43.13292]]",3451,Multi-Family
,,,429873,,2026-04-10T19:46:01.754094,LoopNet API,37840949,"[[-77.607784, 43.14062]]",932,Office
,,,716901,,2026-04-10T19:46:01.754097,LoopNet API,37766162,"[[-77.659114, 43.15824]]",1726,Industrial
,,,395863,,2026-04-10T19:46:01.754099,LoopNet API,37685380,"[[-77.640861, 43.080778]]",988,Retail
,,,890497,,2026-04-10T19:46:01.754102,LoopNet API,37564679,"[[-77.601539, 43.089175], [-77.602465, 43.089255]]",4114,Retail
,,,1209378,,2026-04-10T19:46:01.754105,LoopNet API,37409507,"[[-77.703288, 43.18576]]",4960,Multi-Family
,,,1051566,,2026-04-10T19:46:01.754107,LoopNet API,37029121,"[[-77.704267, 43.185293]]",506,Retail
,,,1790192,,2026-04-10T19:46:01.754110,LoopNet API,36999876,"[[-77.618147, 43.103253]]",3682,Multi-Family
,,,929067,,2026-04-10T19:46:01.754113,LoopNet API,36911005,"[[-77.665334, 43.133994]]",4108,Multi-Family
,,,593506,,2026-04-10T19:46:01.754115,LoopNet API,36845807,"[[-77.521768, 43.091687]]",1275,Multi-Family
,,,926886,,2026-04-10T19:46:01.754119,LoopNet API,36693922,"[[-77.618859, 43.102351]]",2742,Multi-Family
,,,1539774,,2026-04-10T19:46:01.754122,LoopNet API,36611613,"[[-77.628904, 43.174154]]",4438,Office
,,,1686521,,2026-04-10T19:46:01.754124,LoopNet API,36398849,"[[-77.581112, 43.0941]]",2496,Multi-Family
,,,366000,,2026-04-10T19:46:01.754127,LoopNet API,35789458,"[[-77.710627, 43.146659]]",3475,Industrial
,,,1278896,,2026-04-10T19:46:01.754129,LoopNet API,35561380,"[[-77.603447, 43.147115]]",1899,Retail
,,,944020,,2026-04-10T19:46:01.754132,LoopNet API,35079036,"[[-77.668244, 43.165093]]",3477,Office
,,,1060293,,2026-04-10T19:46:01.754135,LoopNet API,35029105,"[[-77.593411, 43.12617]]",1787,Industrial
,,,932497,,2026-04-10T19:46:01.754137,LoopNet API,34615706,"[[-77.631762, 43.087828]]",1050,Office
,,,1053672,,2026-04-10T19:46:01.754140,LoopNet API,34483921,"[[-77.628616, 43.135441]]",4486,Industrial
,,,369337,,2026-04-10T19:46:01.754142,LoopNet API,33831590,"[[-77.761502, 43.097409]]",2061,Retail
,,,1870217,,2026-04-10T19:46:01.754145,LoopNet API,33830092,"[[-77.734078, 43.095041]]",4482,Multi-Family
,,,194247,,2026-04-10T19:46:01.754150,LoopNet API,33162249,"[[-77.611413, 43.155727]]",4151,Multi-Family
,,,1029167,,2026-04-10T19:46:01.754155,LoopNet API,33041169,"[[-77.593028, 43.146437]]",2205,Industrial
,,,1222843,,2026-04-10T19:46:01.754158,LoopNet API,32968464,"[[-77.589541, 43.144419]]",2167,Multi-Family
,,,828975,,2026-04-10T19:46:01.754161,LoopNet API,32876301,"[[-77.693209, 43.210131]]",2615,Industrial
,,,1120943,,2026-04-10T19:46:01.754163,LoopNet API,32654787,"[[-77.650142, 43.135638]]",4744,Retail
,,,1654649,,2026-04-10T19:46:01.754166,LoopNet API,32554456,"[[-77.615191, 43.159897]]",552,Industrial
,,,1136042,,2026-04-10T19:46:01.754171,LoopNet API,32108855,"[[-77.561308, 43.204157]]",1986,Retail
,,,885455,,2026-04-10T19:46:01.754174,LoopNet API,31478200,"[[-77.673524, 43.109445]]",2461,Industrial
,,,952322,,2026-04-10T19:46:01.754176,LoopNet API,31300848,"[[-77.455286, 43.209852]]",3227,Retail
,,,1620853,,2026-04-10T19:46:01.754179,LoopNet API,30644543,"[[-77.623535, 43.147484]]",2222,Industrial
,,,1096501,,2026-04-10T19:46:01.754182,LoopNet API,30346044,"[[-77.608702, 43.156989]]",2500,Retail
,,,1538170,,2026-04-10T19:46:01.754184,LoopNet API,29800269,"[[-77.5831, 43.092362]]",947,Multi-Family
,,,1509940,,2026-04-10T19:46:01.754187,LoopNet API,29057874,"[[-77.636271, 43.0941]]",2831,Retail
,,,773353,,2026-04-10T19:46:01.754190,LoopNet API,28764317,"[[-74.193444, 40.921858], [-77.656597, 43.11786]]",3613,Office
,,,1042634,,2026-04-10T19:46:01.754192,LoopNet API,28639149,"[[-77.620477, 43.086632]]",1446,Multi-Family
,,,1121146,,2026-04-10T19:46:01.754195,LoopNet API,28431245,"[[-77.587104, 43.18259]]",4756,Industrial
,,,357019,,2026-04-10T19:46:01.754197,LoopNet API,27373913,"[[-77.616208, 43.068077]]",1337,Retail
,,,356948,,2026-04-10T19:46:01.754201,LoopNet API,25060286,"[[-77.731417, 43.213995]]",1537,Retail
,,,1650112,,2026-04-10T19:46:01.754204,LoopNet API,24504892,"[[-77.602434, 43.161704]]",3899,Retail
,,,944441,,2026-04-10T19:46:01.754207,LoopNet API,22039846,"[[-77.711586, 43.210741]]",4295,Industrial
,,,1804585,,2026-04-10T19:46:01.754209,LoopNet API,18800479,"[[-77.697693, 43.105656]]",875,Retail
,,,1881719,,2026-04-10T19:46:01.754212,LoopNet API,16334777,"[[-77.735362, 43.214659]]",2513,Industrial
,,,349779,,2026-04-10T19:46:01.754215,LoopNet API,9282621,"[[-77.66594, 43.014168]]",2240,Retail
,,,1803688,,2026-04-10T19:46:01.754217,LoopNet API,39690768,"[[-77.636795, 43.199908]]",2172,Industrial
,,,1523962,,2026-04-10T19:46:01.754220,LoopNet API,39543460,"[[-77.598923, 43.210388]]",2512,Retail
,,,1318136,,2026-04-10T19:46:01.754223,LoopNet API,39135136,"[[-77.450523, 43.107187]]",2169,Multi-Family
,,,440348,,2026-04-10T19:46:01.754225,LoopNet API,38704259,"[[-77.695072, 43.217637]]",1668,Retail
,,,1644415,,2026-04-10T19:46:01.754228,LoopNet API,37835183,"[[-77.689202, 43.184202]]",3966,Industrial
,,,310054,,2026-04-10T19:46:01.754230,LoopNet API,37802144,"[[-77.729757, 43.216637]]",1530,Industrial
,,,373359,,2026-04-10T19:46:01.754233,LoopNet API,37685159,"[[-77.507708, 43.180254]]",4240,Industrial
,,,364316,,2026-04-10T19:46:01.754235,LoopNet API,37672628,"[[-77.58338, 43.161273]]",2804,Office
,,,176286,,2026-04-10T19:46:01.754238,LoopNet API,36753479,"[[-77.609031, 43.188089]]",4124,Multi-Family
,,,1727508,,2026-04-10T19:46:01.754245,LoopNet API,35918214,"[[-77.598063, 43.158212]]",2543,Multi-Family
,,,1682324,,2026-04-10T19:46:01.754249,LoopNet API,34615563,"[[-77.606169, 43.123466]]",746,Industrial
,,,1663090,,2026-04-10T19:46:01.754252,LoopNet API,33967070,"[[-77.600692, 43.090541]]",1815,Multi-Family
,,,1475709,,2026-04-10T19:46:01.754255,LoopNet API,33594054,"[[-77.59515, 43.197256]]",768,Multi-Family
,,,1416790,,2026-04-10T19:46:01.754257,LoopNet API,33563624,"[[-77.670594, 43.205411]]",4101,Retail
,,,1819028,,2026-04-10T19:46:01.754260,LoopNet API,31365120,"[[-77.617893, 43.104205]]",1874,Retail
,,,139389,,2026-04-10T19:46:01.754263,LoopNet API,31072254,"[[-77.672354, 43.208394]]",4648,Multi-Family
,,,1122983,,2026-04-10T19:46:01.754265,LoopNet API,29679893,"[[-77.625991, 43.083275]]",2892,Multi-Family
,,,547898,,2026-04-10T19:46:01.754268,LoopNet API,28677556,"[[-77.496353, 43.128384]]",1709,Office
,,,1412901,,2026-04-10T19:46:01.754270,LoopNet API,27340026,"[[-77.596171, 43.094725]]",4813,Industrial
,,,117113,,2026-04-10T19:46:01.754275,LoopNet API,25423067,"[[-77.660068, 43.189489]]",943,Multi-Family
,,,800217,,2026-04-10T19:46:01.754278,LoopNet API,39240335,"[[-77.626972, 43.266573]]",2687,Multi-Family
,,,1921454,,2026-04-10T19:46:01.754281,LoopNet API,38506503,"[[-77.722156, 43.147954]]",3916,Office
,,,1058271,,2026-04-10T19:46:01.754284,LoopNet API,39688759,"[[-77.491895, 43.134963]]",3684,Retail
,,,555315,,2026-04-10T19:46:01.754286,LoopNet API,39493768,"[[-77.652739, 43.183327]]",3161,Industrial
,,,1686040,,2026-04-10T19:46:01.754289,LoopNet API,39179151,"[[-77.637042, 43.21747]]",827,Retail
,,,1443110,,2026-04-10T19:46:01.754292,LoopNet API,39135313,"[[-77.59963, 43.147174]]",1022,Office
,,,1134535,,2026-04-10T19:46:01.754294,LoopNet API,39029056,"[[-77.629854, 43.253288]]",2150,Office
,,,850590,,2026-04-10T19:46:01.754297,LoopNet API,38805754,"[[-77.609516, 43.159373], [-77.60937, 43.159498], [-77.609022, 43.159498]]",1232,Retail
,,,1140531,,2026-04-10T19:46:01.754299,LoopNet API,38672790,"[[-77.695841, 43.252085]]",3424,Office
,,,312186,,2026-04-10T19:46:01.754302,LoopNet API,38667709,"[[-77.684791, 43.163939]]",4261,Multi-Family
,,,352227,,2026-04-10T19:46:01.754305,LoopNet API,38657835,"[[-77.680431, 43.165312]]",3333,Industrial
,,,1539402,,2026-04-10T19:46:01.754308,LoopNet API,38642840,"[[-77.63687, 43.178827], [-77.642536, 43.179533], [-77.642392, 43.179532], [-77.62665, 43.14951], [-77.62825, 43.15788], [-77.60167, 43.17348], [-77.64267, 43.17865], [-77.574784, 43.159554], [-77.642874, 43.178356], [-77.64269, 43.17833], [-77.648616, 43.175477]]",1727,Office
,,,729018,,2026-04-10T19:46:01.754310,LoopNet API,38392450,"[[-77.563914, 43.165658]]",2608,Industrial
,,,1410161,,2026-04-10T19:46:01.754313,LoopNet API,38349243,"[[-77.630426, 43.152136]]",2607,Multi-Family
,,,979792,,2026-04-10T19:46:01.754318,LoopNet API,38336132,"[[-77.606721, 43.148846]]",3696,Retail
,,,1150017,,2026-04-10T19:46:01.754321,LoopNet API,37642625,"[[-77.521411, 43.091164]]",4002,Retail
,,,701255,,2026-04-10T19:46:01.754324,LoopNet API,37635578,"[[-77.605897, 43.163075]]",2929,Multi-Family
,,,1176790,,2026-04-10T19:46:01.754326,LoopNet API,37597791,"[[-77.622107, 43.237705], [-77.650804, 43.149728], [-77.621603, 43.239027]]",2029,Retail
,,,519018,,2026-04-10T19:46:01.754329,LoopNet API,36946149,"[[-77.640255, 43.216379]]",1102,Retail
,,,1982616,,2026-04-10T19:46:01.754332,LoopNet API,36759255,"[[-77.555457, 43.176733]]",4289,Industrial
,,,1820086,,2026-04-10T19:46:01.754337,LoopNet API,36720805,"[[-77.507789, 43.181558]]",1185,Multi-Family
,,,1904820,,2026-04-10T19:46:01.754340,LoopNet API,36541756,"[[-77.609937, 43.162058]]",2683,Office
,,,931115,,2026-04-10T19:46:01.754342,LoopNet API,36012352,"[[-77.547591, 43.226692]]",4736,Multi-Family
,,,1490972,,2026-04-10T19:46:01.754345,LoopNet API,35743582,"[[-77.552951, 43.1471]]",4471,Office
,,,171115,,2026-04-10T19:46:01.754348,LoopNet API,35635912,"[[-77.663813, 43.204382]]",2958,Industrial
,,,1322145,,2026-04-10T19:46:01.754351,LoopNet API,33872004,"[[-77.483396, 43.203826]]",1207,Office
,,,419119,,2026-04-10T19:46:01.754353,LoopNet API,33820009,"[[-77.599713, 43.172094]]",2744,Industrial
,,,1748758,,2026-04-10T19:46:01.754356,LoopNet API,33012857,"[[-77.750032, 43.254493]]",2773,Office
,,,342330,,2026-04-10T19:46:01.754358,LoopNet API,32888406,"[[-77.658047, 43.128951]]",1728,Multi-Family
,,,788877,,2026-04-10T19:46:01.754361,LoopNet API,32669501,"[[-77.438521, 43.130325]]",3444,Industrial
,,,1483125,,2026-04-10T19:46:01.754365,LoopNet API,30842456,"[[-77.645307, 43.123657]]",1318,Industrial
,,,1450280,,2026-04-10T19:46:01.754367,LoopNet API,30058882,"[[-77.650628, 43.131562]]",2916,Multi-Family
,,,1088055,,2026-04-10T19:46:01.754370,LoopNet API,28535219,"[[-77.640383, 43.058454]]",4840,Retail
,,,741331,,2026-04-10T19:46:01.754373,LoopNet API,25194189,"[[-77.5988, 43.20861]]",4430,Retail
,,,1797819,,2026-04-10T19:46:01.754375,LoopNet API,37336938,"[[-77.68565, 43.186082]]",4522,Multi-Family
,,,755819,,2026-04-10T19:46:01.754378,LoopNet API,35191239,"[[-77.462175, 43.110628]]",623,Multi-Family
,,,1711816,,2026-04-10T19:46:01.754380,LoopNet API,29771223,"[[-77.599426, 43.193142], [-77.599521, 43.192894], [-77.599646, 43.193356]]",4668,Retail
,,,447992,,2026-04-10T19:46:01.754383,LoopNet API,25271303,"[[-77.652613, 43.187679]]",4482,Retail
,,,978298,,2026-04-10T19:46:01.754386,LoopNet API,37144799,"[[-77.445522, 43.127799], [-77.446778, 43.126919]]",4284,Multi-Family
,,,1918558,,2026-04-10T19:53:26.954085,LoopNet API,33157222,"[[-77.629305, 43.193999]]",3567,Multi-Family
,,,1700124,,2026-04-10T19:53:26.954094,LoopNet API,39251110,"[[-77.477505, 43.204216]]",1459,Retail
,,,1767533,,2026-04-10T19:53:26.954096,LoopNet API,39817288,"[[-77.630988, 43.19586]]",2501,Multi-Family
,,,1772716,,2026-04-10T19:53:26.954098,LoopNet API,39712189,"[[-77.678778, 43.108532]]",3829,Industrial
,,,604098,,2026-04-10T19:53:26.954099,LoopNet API,39625204,"[[-77.7088, 43.146607]]",1231,Multi-Family
,,,825229,,2026-04-10T19:53:26.954101,LoopNet API,39616616,"[[-77.696694, 43.183124]]",3878,Multi-Family
,,,950672,,2026-04-10T19:53:26.954104,LoopNet API,39602403,"[[-77.452169, 43.208601]]",4724,Retail
,,,1395884,,2026-04-10T19:53:26.954105,LoopNet API,39587954,"[[-77.699985, 43.149222]]",508,Industrial
,,,1013461,,2026-04-10T19:53:26.954107,LoopNet API,39577570,"[[-77.732281, 43.21782]]",3349,Industrial
,,,1032133,,2026-04-10T19:53:26.954109,LoopNet API,39558241,"[[-77.486755, 43.079174]]",4750,Industrial
,,,639249,,2026-04-10T19:53:26.954111,LoopNet API,39432321,"[[-77.603237, 43.115479]]",995,Office
,,,1450244,,2026-04-10T19:53:26.954113,LoopNet API,39402981,"[[-77.569621, 43.201708]]",4307,Retail
,,,1389010,,2026-04-10T19:53:26.954114,LoopNet API,39388644,"[[-77.583062, 43.163556]]",3224,Office
,,,321834,,2026-04-10T19:53:26.954116,LoopNet API,39323587,"[[-77.628679, 43.099292]]",625,Multi-Family
,,,521271,,2026-04-10T19:53:26.954117,LoopNet API,39322261,"[[-77.628546, 43.135555], [-77.62244, 43.13992], [-77.62866, 43.13642], [-77.64013, 43.12885]]",931,Multi-Family
,,,552562,,2026-04-10T19:53:26.954118,LoopNet API,39317559,"[[-77.652737, 43.184384]]",1491,Industrial
,,,177629,,2026-04-10T19:53:26.954119,LoopNet API,39302800,"[[-77.687407, 43.208923]]",4223,Multi-Family
,,,1851029,,2026-04-10T19:53:26.954121,LoopNet API,39292350,"[[-77.621133, 43.082114]]",3030,Multi-Family
,,,647622,,2026-04-10T19:53:26.954122,LoopNet API,39270340,"[[-77.596377, 43.140599], [-77.595678, 43.140665], [-77.596294, 43.140951], [-77.596385, 43.140912], [-77.596329, 43.140442]]",2049,Multi-Family
,,,1377213,,2026-04-10T19:53:26.954123,LoopNet API,39265429,"[[-77.579476, 43.138666]]",2140,Retail
,,,729510,,2026-04-10T19:53:26.954125,LoopNet API,39265207,"[[-77.579987, 43.150797]]",1511,Retail
,,,290347,,2026-04-10T19:53:26.954126,LoopNet API,39228650,"[[-77.615279, 43.101188]]",1050,Industrial
,,,348398,,2026-04-10T19:53:26.954127,LoopNet API,39172088,"[[-77.674289, 43.111963]]",1905,Retail
,,,341454,,2026-04-10T19:53:26.954129,LoopNet API,39113038,"[[-77.641053, 43.146858]]",4399,Multi-Family
,,,1775003,,2026-04-10T19:53:26.954130,LoopNet API,39082310,"[[-77.607652, 43.180298]]",4594,Industrial
,,,559742,,2026-04-10T19:53:26.954132,LoopNet API,39031619,"[[-77.559786, 43.169987]]",3681,Multi-Family
,,,1820269,,2026-04-10T19:53:26.954133,LoopNet API,39011722,"[[-77.614977, 43.178606]]",2942,Industrial
